Job_Seeker,Education_Title,Education_Title_Spec,Java_Programming_Skills,SQL_Programming_Skills,NOSQL_Programming_Skills,UML_Skills,SOA_Developer_Skills,Java_Web_Developer_Skills,Web_Developer_Skills,DB_Developer_Skills,Java_Persistence_Skills,Years_Experience_last,Position_count,Years_experience_position,Position_held,Recrutable
http://example.com/Name_103,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14,2,7, JAVA-DEVELOPER,Yes
http://example.com/Name_104,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14,2,7, JAVA-DEVELOPER,Yes
http://example.com/Name_105,Master,Electronics,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,1, JAVA-DEVELOPER,No
http://example.com/Name_106,Master,Electronics,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,1, JAVA-DEVELOPER,No
http://example.com/Name_107,Master,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,4,JAVA-DEVELOPER,No
http://example.com/Name_108,Master,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,4,JAVA-DEVELOPER,No
http://example.com/Name_114,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6,5,1.2, JAVA-DEVELOPER,Yes
http://example.com/Name_117,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,2,2.5, JAVA-DEVELOPER,Yes
http://example.com/Name_118,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,2,2.5, JAVA-DEVELOPER,Yes
http://example.com/Name_131,Bachelor,Computer-Engineering,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_132,Bachelor,Computer-Engineering,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_149,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,6,1.166666667, JAVA-DEVELOPER,No
http://example.com/Name_150,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,6,1.166666667, JAVA-DEVELOPER,No
http://example.com/Name_171,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_172,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_247,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,JAVA-DEVELOPER,No
http://example.com/Name_248,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,JAVA-DEVELOPER,No
http://example.com/Name_249,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,4,2, OTHER-ENGINEER,Yes
http://example.com/Name_250,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,4,2, OTHER-ENGINEER,Yes
http://example.com/Name_255,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,4,2.25, JAVA-DEVELOPER,Yes
http://example.com/Name_256,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,4,2.25, JAVA-DEVELOPER,Yes
http://example.com/Name_257,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,4,2, OTHER-ENGINEER,Yes
http://example.com/Name_258,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,4,2, OTHER-ENGINEER,Yes
http://example.com/Name_259,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,4,2, OTHER-ENGINEER,Yes
http://example.com/Name_260,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,4,2, OTHER-ENGINEER,Yes
http://example.com/Name_262,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,3,0.666666667, JAVA-DEVELOPER,No
http://example.com/Name_263,Bachelor,Electronics,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,3,3, JAVA-DEVELOPER,No
http://example.com/Name_264,Bachelor,Electronics,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,3,3, JAVA-DEVELOPER,No
http://example.com/Name_265,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,1,2,JAVA-DEVELOPER,No
http://example.com/Name_266,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,1,2,JAVA-DEVELOPER,No
http://example.com/Name_267,Bachelor,Electronics,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,2,1.5, JAVA-DEVELOPER,No
http://example.com/Name_268,Bachelor,Electronics,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,2,1.5, JAVA-DEVELOPER,No
http://example.com/Name_279,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,9,4,2.25, ANALYST,Yes
http://example.com/Name_280,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,9,4,2.25, ANALYST,Yes
http://example.com/Name_281,Bachelor,Computer-Engineering,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_282,Bachelor,Computer-Engineering,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_283,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,6,1.166666667, JAVA-DEVELOPER,Yes
http://example.com/Name_284,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,6,1.166666667, JAVA-DEVELOPER,Yes
http://example.com/Name_285,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,4,1.75, JAVA-DEVELOPER,Yes
http://example.com/Name_286,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,4,1.75, JAVA-DEVELOPER,Yes
http://example.com/Name_287,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,6,1.166666667, JAVA-DEVELOPER,No
http://example.com/Name_288,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,6,1.166666667, JAVA-DEVELOPER,No
http://example.com/Name_289,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,14,19,0.736842105, JAVA-DEVELOPER,No
http://example.com/Name_290,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,14,19,0.736842105, JAVA-DEVELOPER,No
http://example.com/Name_291,Bachelor,Computer-Engineering,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_292,Bachelor,Computer-Engineering,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_293,Bachelor,Information-Technology,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,1,2,JAVA-DEVELOPER,No
http://example.com/Name_294,Bachelor,Information-Technology,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,1,2,JAVA-DEVELOPER,No
http://example.com/Name_295,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_296,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_297,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,7,1.428571429, JAVA-DEVELOPER,Yes
http://example.com/Name_298,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,7,1.428571429, JAVA-DEVELOPER,Yes
http://example.com/Name_302,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,Yes
http://example.com/Name_305,Bachelor,Information-Technology,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,7,1.428571429, JAVA-DEVELOPER,Yes
http://example.com/Name_306,Bachelor,Information-Technology,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,7,1.428571429, JAVA-DEVELOPER,Yes
http://example.com/Name_307,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,1.4, JAVA-DEVELOPER,No
http://example.com/Name_308,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,1.4, JAVA-DEVELOPER,No
http://example.com/Name_309,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,4,2.25, JAVA-DEVELOPER,Yes
http://example.com/Name_310,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,4,2.25, JAVA-DEVELOPER,Yes
http://example.com/Name_311,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,No
http://example.com/Name_312,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,No
http://example.com/Name_313,Bachelor,OTHER,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,6,4,1.5, JAVA-DEVELOPER,No
http://example.com/Name_316,Bachelor,OTHER,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_317,Bachelor,OTHER,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5,4,1.25, JAVA-DEVELOPER,No
http://example.com/Name_320,Bachelor,Electronics,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,1.4, JAVA-DEVELOPER,No
http://example.com/Name_321,Bachelor,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_322,Bachelor,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_323,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,4,1.75, JAVA-DEVELOPER,Yes
http://example.com/Name_324,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,4,1.75, JAVA-DEVELOPER,Yes
http://example.com/Name_325,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_326,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_327,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,2,3.5, SOFTWARE-ENGINEER,No
http://example.com/Name_328,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,2,3.5, SOFTWARE-ENGINEER,No
http://example.com/Name_329,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_330,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_331,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JEE-DEVELOPER,No
http://example.com/Name_332,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JEE-DEVELOPER,No
http://example.com/Name_335,Bachelor,Computer-Applications,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,5,1.8, JAVA-DEVELOPER,Yes
http://example.com/Name_336,Bachelor,Computer-Applications,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,5,1.8, JAVA-DEVELOPER,Yes
http://example.com/Name_342,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,7,2,3.5, JAVA-DEVELOPER,Yes
http://example.com/Name_343,Bachelor,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,3,2, JAVA-DEVELOPER,No
http://example.com/Name_344,Bachelor,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,3,2, JAVA-DEVELOPER,No
http://example.com/Name_350,Bachelor,Information-Technology,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,JAVA-DEVELOPER,No
http://example.com/Name_351,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9,5,1.8, OTHER,Yes
http://example.com/Name_352,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9,5,1.8, OTHER,Yes
http://example.com/Name_353,Bachelor,Computer-Applications,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,1, JAVA-DEVELOPER,Yes
http://example.com/Name_354,Bachelor,Computer-Applications,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,1, JAVA-DEVELOPER,Yes
http://example.com/Name_372,Bachelor,Computer-Science,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,6,1.166666667, JAVA-DEVELOPER,Yes
http://example.com/Name_375,Bachelor,Electronics,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,No
http://example.com/Name_376,Bachelor,Electronics,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,No
http://example.com/Name_377,Bachelor,Electronics,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,1.2, SOFTWARE-ENGINEER,No
http://example.com/Name_378,Bachelor,Electronics,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,5,1.2, SOFTWARE-ENGINEER,No
http://example.com/Name_44,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,4,4,1, JAVA-DEVELOPER,Yes
http://example.com/Name_48,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,2,1, JAVA-DEVELOPER,No
http://example.com/Name_49,Bachelor,OTHER,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,2,2.5, JAVA-DEVELOPER,No
http://example.com/Name_50,Bachelor,OTHER,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5,2,2.5, JAVA-DEVELOPER,No
http://example.com/Name_51,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,3,1.666666667, JAVA-DEVELOPER,Yes
http://example.com/Name_52,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,3,1.666666667, JAVA-DEVELOPER,Yes
http://example.com/Name_55,Bachelor,Computer-Applications,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,1, JAVA-DEVELOPER,Yes
http://example.com/Name_56,Bachelor,Computer-Applications,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,1, JAVA-DEVELOPER,Yes
http://example.com/Name_582,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,3,0.666666667, JAVA-DEVELOPER,No
http://example.com/Name_585,Bachelor,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,4,2.5, JAVA-DEVELOPER,No
http://example.com/Name_586,Bachelor,Computer-Science,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,4,2.5, JAVA-DEVELOPER,No
http://example.com/Name_589,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,1.4, JAVA-DEVELOPER,Yes
http://example.com/Name_590,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,1.4, JAVA-DEVELOPER,Yes
http://example.com/Name_596,Bachelor,Information-Technology,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,1.25, OTHER-DEVELOPER,Yes
http://example.com/Name_6,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,1,JAVA-DEVELOPER,No
http://example.com/Name_656,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,8,5,1.6, JAVA-DEVELOPER,Yes
http://example.com/Name_693,Bachelor,OTHER,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11,4,2.75, OTHER,No
http://example.com/Name_694,Bachelor,OTHER,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11,4,2.75, OTHER,No
http://example.com/Name_697,Bachelor,OTHER,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_698,Bachelor,OTHER,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,8,5,1.6, JAVA-DEVELOPER,No
http://example.com/Name_70,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,4,1.25, JAVA-DEVELOPER,Yes
http://example.com/Name_701,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_702,Bachelor,Computer-Science,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,9,6,1.5, JAVA-DEVELOPER,Yes
http://example.com/Name_80,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,2,1, JAVA-DEVELOPER,No
http://example.com/Name_83,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,2,2.5, ANALYST,Yes
http://example.com/Name_84,Bachelor,Computer-Science,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,2,2.5, ANALYST,Yes
http://example.com/Name_88,Bachelor,Electronics,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,3,0.666666667, JAVA-DEVELOPER,No
http://example.com/Name_92,Bachelor,OTHER,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,1.333333333, JAVA-DEVELOPER,No
